Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
Fulminant Delta COVID-19 myocarditis: a case report of fatal primary cardiac dysfunction.,,35481252,,https://pubmed.ncbi.nlm.nih.gov/35481252/,2022,fatal
Hyperexcitable superior colliculus and fatal brainstem spreading depolarization in a model of Sudden Unexpected Death in Epilepsy.,,35474853,,https://pubmed.ncbi.nlm.nih.gov/35474853/,2022,fatal
Concentrations of psychoactive substances in blood samples from non-fatal and fatal opioid overdoses.,,35470456,,https://pubmed.ncbi.nlm.nih.gov/35470456/,2022,fatal
Impact of the naloxone standing order on trends in opioid fatal overdose: an ecological analysis.,,35467459,,https://pubmed.ncbi.nlm.nih.gov/35467459/,2022,fatal
A Fatal Case of Tuberculosis Meningitis in Previously Health Children.,,35466203,,https://pubmed.ncbi.nlm.nih.gov/35466203/,2022,fatal
Fatal intracranial hemorrhage as the presenting sign of acute promyelocytic leukemia: A case report.,,35464791,,https://pubmed.ncbi.nlm.nih.gov/35464791/,2022,fatal
Case Report: Fatal Outcome for a Preterm Newborn With Meningitis Caused by Extended-Spectrum β-Lactamase-Producing Escherichia coli Sequence Type 1193.,,35463903,,https://pubmed.ncbi.nlm.nih.gov/35463903/,2022,fatal
Near fatal interstitial pregnancy.,,35461741,,https://pubmed.ncbi.nlm.nih.gov/35461741/,2022,fatal
A fatal outbreak of neonatal sepsis caused by mcr-10-carrying Enterobacter kobei in a tertiary care hospital in Nepal.,,35460799,,https://pubmed.ncbi.nlm.nih.gov/35460799/,2022,fatal
A New Early Predictor of Fatal Outcome for COVID-19 in an Italian Emergency Department: The Modified Quick-SOFA.,,35456856,,https://pubmed.ncbi.nlm.nih.gov/35456856/,2022,fatal
An Unusual Case of Fatal Thoracoabdominal Gunshot Wound without Diaphragm Injury.,,35453947,,https://pubmed.ncbi.nlm.nih.gov/35453947/,2022,fatal
Guillain-Barré syndrome as a fatal complication of SARS-CoV-2 infection - An autopsy case.,,35453075,,https://pubmed.ncbi.nlm.nih.gov/35453075/,2022,fatal
"Fatal pulmonary embolism in patients on antipsychotics: case series, systematic review and meta-analysis.",,35452966,,https://pubmed.ncbi.nlm.nih.gov/35452966/,2022,fatal
"Spatiotemporal distribution characteristics, causes, and prevention advice of fatal geohazards in Jiangxi Province, China.",,35452721,,https://pubmed.ncbi.nlm.nih.gov/35452721/,2022,fatal
"Two fatal autochthonous cases of airport malaria, Belgium, 2020.",,35451360,,https://pubmed.ncbi.nlm.nih.gov/35451360/,2022,fatal
What are the implications of the steady 40 year rise in US fatal overdoses?: Introduction to a special section.,,35450794,,https://pubmed.ncbi.nlm.nih.gov/35450794/,2022,fatal
Prediction of Fatal or Near-Fatal Cardiac Arrhythmias: Where Are We Now?,,35450596,,https://pubmed.ncbi.nlm.nih.gov/35450596/,2022,fatal
An Interesting Case of Fatal Myasthenic Crisis Probably Induced by the COVID-19 Vaccine.,,35449619,,https://pubmed.ncbi.nlm.nih.gov/35449619/,2022,fatal
A Fatal Case of Takotsubo Cardiomyopathy Secondary to Refractory Hypoglycemia in Severe Starvation: An Autopsy Case Report.,,35449611,,https://pubmed.ncbi.nlm.nih.gov/35449611/,2022,fatal
Immune and epithelial determinants of age-related risk and alveolar injury in fatal COVID-19.,,35446789,,https://pubmed.ncbi.nlm.nih.gov/35446789/,2022,fatal
Non-fatal MI is not a surrogate for cardiovascular or all-cause mortality.,,35444003,,https://pubmed.ncbi.nlm.nih.gov/35444003/,2022,fatal
Fatal Prototheca zopfii Algaemia in a Patient with Acute Lymphoblastic Leukemia: a Case Report.,,35443595,,https://pubmed.ncbi.nlm.nih.gov/35443595/,2022,fatal
"Shanghai fever, a fatal enteric illness, in an adult patient with neutropenia caused by treatment-related myelodysplastic syndrome: a case report.",,35435524,,https://pubmed.ncbi.nlm.nih.gov/35435524/,2022,fatal
Insights from biosurveillance: non-fatal opioid overdoses in Rhode Island 2019-21.,,35434861,,https://pubmed.ncbi.nlm.nih.gov/35434861/,2022,fatal
Spontaneous rupturing of splenic artery aneurysm: Another reason for fatal syncope and shock (Case report and literature review).,,35434375,,https://pubmed.ncbi.nlm.nih.gov/35434375/,2022,fatal
Fatal systemic emphysematous infection caused by Klebsiella pneumoniae: A case report.,,35434061,,https://pubmed.ncbi.nlm.nih.gov/35434061/,2022,fatal
Fatal community-acquired bloodstream infection caused by Klebsiella variicola: A case report.,,35434053,,https://pubmed.ncbi.nlm.nih.gov/35434053/,2022,fatal
Fatal iliopsoas and rectus sheath hemorrhage in a critically ill patient with COVID-19 on therapeutic anticoagulation.,,35433391,,https://pubmed.ncbi.nlm.nih.gov/35433391/,2022,fatal
BPIFA2 as a Novel Early Biomarker to Identify Fatal Radiation Injury After Radiation Exposure.,,35431693,,https://pubmed.ncbi.nlm.nih.gov/35431693/,2022,fatal
Fatal overdose of Taxus baccata plant matter treated in a rural district general hospital.,,35428661,,https://pubmed.ncbi.nlm.nih.gov/35428661/,2022,fatal
TAFRO syndrome with a fatal clinical course following BNT162b2 mRNA (Pfizer-BioNTech) COVID-19 vaccination: A case report.,,35428576,,https://pubmed.ncbi.nlm.nih.gov/35428576/,2022,fatal
Toluene abuse as a contributing factor in a case of fatal autoerotic asphyxia.,,35421833,,https://pubmed.ncbi.nlm.nih.gov/35421833/,2022,fatal
Can insomnia be fatal? An Australian case of fatal familial insomnia.,,35419959,,https://pubmed.ncbi.nlm.nih.gov/35419959/,2022,fatal
[Fatal necrotizing fasciitis with clostridium perfringens infection following resection of soft tissue sarcoma of the thigh].,,35419785,,https://pubmed.ncbi.nlm.nih.gov/35419785/,2022,fatal
A fatal rhino-orbit-cerebral mucormycosis infection aggravated by coronavirus disease-2019.,,35416883,,https://pubmed.ncbi.nlm.nih.gov/35416883/,2022,fatal
[Problems of expert assessment of a case of fatal rupture of the wall of the rudimentary horn of the uterus in ectopic pregnancy].,,35416016,,https://pubmed.ncbi.nlm.nih.gov/35416016/,2022,fatal
Rapidly Fatal Ectopic Adrenocorticotropic Hormone Syndrome in a 9-Year-Old Girl With Ewing Sarcoma.,,35415231,,https://pubmed.ncbi.nlm.nih.gov/35415231/,2022,fatal
Fatal Dieulafoy lesion with IgG4-related disease: An autopsy case report.,,35413664,,https://pubmed.ncbi.nlm.nih.gov/35413664/,2022,fatal
Rare but Fatal Pasteurella multocida Infective Endocarditis: A Case Report and Literature Review.,,35411274,,https://pubmed.ncbi.nlm.nih.gov/35411274/,2022,fatal
"Fatal Unintentional Non-Fire Related Carbon Monoxide Poisoning: Data from Narrative Verdicts in England and Wales, 1998-2019.",,35409782,,https://pubmed.ncbi.nlm.nih.gov/35409782/,2022,fatal
Recent insights on gene expression studies on Hevea Brasiliensis fatal leaf fall diseases.,,35400887,,https://pubmed.ncbi.nlm.nih.gov/35400887/,2022,fatal
A case of fatal myxedema coma with electrocardiogram Osborne J-wave in a patient initially diagnosed with hypothyroidism.,,35400676,,https://pubmed.ncbi.nlm.nih.gov/35400676/,2022,fatal
"Fatal amniotic fluid embolism: incidence, risk factors and influence on perinatal outcome.",,35397752,,https://pubmed.ncbi.nlm.nih.gov/35397752/,2022,fatal
A fatal case of accidental oral formaldehyde poisoning and its pathomorphological characteristics.,,35394178,,https://pubmed.ncbi.nlm.nih.gov/35394178/,2022,fatal
Recessive PRDM13 mutations cause fatal perinatal brainstem dysfunction with cerebellar hypoplasia and disrupt Purkinje cell differentiation.,,35390279,,https://pubmed.ncbi.nlm.nih.gov/35390279/,2022,fatal
Immunogenic SARS-CoV-2 S and N Protein Peptide and Cytokine Combinations as Biomarkers for Early Prediction of Fatal COVID-19.,,35386707,,https://pubmed.ncbi.nlm.nih.gov/35386707/,2022,fatal
Significant association of obstructive sleep apnoea with increased risk for fatal COVID-19: A quantitative meta-analysis based on adjusted effect estimates.,,35378481,,https://pubmed.ncbi.nlm.nih.gov/35378481/,2022,fatal
Correction to: Severe and Fatal Cycling Crash Injury in Britain: Time to Make Urban Cycling Safer.,,35377113,,https://pubmed.ncbi.nlm.nih.gov/35377113/,2022,fatal
Case Report: Clostridial Gas Gangrene of Pelvic Wall After Laparoscopic Rectal Cancer Surgery Induced Fatal Sepsis.,,35372485,,https://pubmed.ncbi.nlm.nih.gov/35372485/,2022,fatal
Fatal adult-onset diaphragmatic hernia in the context of the COVID-19 pandemic.,,35372136,,https://pubmed.ncbi.nlm.nih.gov/35372136/,2022,fatal
Reply to Hu et al. Significant association of obstructive sleep apnoea with increased risk for fatal COVID-19.,,35367720,,https://pubmed.ncbi.nlm.nih.gov/35367720/,2022,fatal
Are home environment injuries more fatal in children and the elderly?,,35367079,,https://pubmed.ncbi.nlm.nih.gov/35367079/,2022,fatal
High viral loads: what drives fatal cases of COVID-19 in vaccinees? - an autopsy study.,,35365771,,https://pubmed.ncbi.nlm.nih.gov/35365771/,2022,fatal
Two cases of fatal methemoglobinemia caused by self-poisoning with sodium nitrite: A case report.,,35363170,,https://pubmed.ncbi.nlm.nih.gov/35363170/,2022,fatal
"""If I Had Access to a Gun, I Think I Would Have Used it Instead"": Motivations for Method Choice Among Sexual and Gender Minority Adults Who Made a Recent Near-Fatal Suicide Attempt.",,35363061,,https://pubmed.ncbi.nlm.nih.gov/35363061/,2022,fatal
"Fatal noncardiogenic pulmonary edema related to nonionic, iso-osmolar iodine contrast medium: one case report.",,35361181,,https://pubmed.ncbi.nlm.nih.gov/35361181/,2022,fatal
COVID-19 fear-induced anorexia nervosa and obsessive-compulsive disorder leading to fatal megaloblastic anemia: Lethal psychological complication of the pandemic.,,35360766,,https://pubmed.ncbi.nlm.nih.gov/35360766/,2022,fatal
Epidemio-toxicological profile and reasons for fatal suicidal poisoning: A record-based study in South India.,,35360760,,https://pubmed.ncbi.nlm.nih.gov/35360760/,2022,fatal
SARS-CoV-2 T Cell Response in Severe and Fatal COVID-19 in Primary Antibody Deficiency Patients Without Specific Humoral Immunity.,,35359967,,https://pubmed.ncbi.nlm.nih.gov/35359967/,2022,fatal
An Evaluation of the Effect of the OxyContin Reformulation on Unintentional Fatal and Nonfatal Overdose.,,35356897,,https://pubmed.ncbi.nlm.nih.gov/35356897/,2022,fatal
Fatal epistaxis in a case of common variable immunodeficiency: A case report and review of the literature.,,35356174,,https://pubmed.ncbi.nlm.nih.gov/35356174/,2022,fatal
Fatal association of COVID-19 and acute type A aortic dissection.,,35356160,,https://pubmed.ncbi.nlm.nih.gov/35356160/,2022,fatal
A Fatal Colchicine Ingestion With Antemortem Blood Concentration.,,35353721,,https://pubmed.ncbi.nlm.nih.gov/35353721/,2022,fatal
Inflammation parameters predict fatal outcome in male COVID-19 patients in a low case-fatality area - a population-based registry study.,,35353030,,https://pubmed.ncbi.nlm.nih.gov/35353030/,2022,fatal
"Perfluorocarbon syndrome-a possible, overlooked source of fatal gas embolism following uveal-melanoma endoresection.",,35352011,,https://pubmed.ncbi.nlm.nih.gov/35352011/,2022,fatal
A case of isolated unilateral renal mucormycosis post COVID-19 pneumonia with fatal outcome.,,35350712,,https://pubmed.ncbi.nlm.nih.gov/35350712/,2022,fatal
Increased Vascular Permeability Due to Spread and Invasion of Vibrio vulnificus in the Wound Infection Exacerbates Potentially Fatal Necrotizing Disease.,,35350614,,https://pubmed.ncbi.nlm.nih.gov/35350614/,2022,fatal
Incidence and Risk of Fatal Vehicle Crashes Among Professional Drivers: A Population-Based Study in Taiwan.,,35350475,,https://pubmed.ncbi.nlm.nih.gov/35350475/,2022,fatal
A rare but potentially fatal cause of hemoptysis.,,35346639,,https://pubmed.ncbi.nlm.nih.gov/35346639/,2022,fatal
Case Report: Medicolegal evaluation in a pediatric case of fatal scald injury from rural Nepal.,,35317312,,https://pubmed.ncbi.nlm.nih.gov/35317312/,2022,fatal
Sociodemographic and geographic disparities in excess fatal drug overdoses during the COVID-19 pandemic in California: A population-based study.,,35342895,,https://pubmed.ncbi.nlm.nih.gov/35342895/,2022,fatal
Fatal congenital and traumatic cervical spine injuries in a captive newborn plains zebra (Equus quagga).,,35342731,,https://pubmed.ncbi.nlm.nih.gov/35342731/,2022,fatal
Clinical course and long-term follow-up of a preterm infant with non-fatal respiratory distress syndrome due to heterozygous ABCA3 gene mutation: A case report and review of literature.,,35342051,,https://pubmed.ncbi.nlm.nih.gov/35342051/,2022,fatal
Impact of glycemia and insulin treatment in fatal outcome of severe fever with thrombocytopenia syndrome.,,35341999,,https://pubmed.ncbi.nlm.nih.gov/35341999/,2022,fatal
Fatal Neurodissemination and SARS-CoV-2 Tropism in K18-hACE2 Mice Is Only Partially Dependent on hACE2 Expression.,,35336942,,https://pubmed.ncbi.nlm.nih.gov/35336942/,2022,fatal
Adrenal tropism of SARS-CoV-2 and adrenal findings in a post-mortem case series of patients with severe fatal COVID-19.,,35332140,,https://pubmed.ncbi.nlm.nih.gov/35332140/,2022,fatal
Fatal Mucormycosis Post COVID-19 Infection in Uncontrolled Diabetes with Misuse of Glucocorticoids and Antibiotics.,,35330787,,https://pubmed.ncbi.nlm.nih.gov/35330787/,2022,fatal
Fatal Breakthrough Candidemia in an Immunocompromised Patient in Kuwait Due to Candida auris Exhibiting Reduced Susceptibility to Echinocandins and Carrying a Novel Mutation in Hotspot-1 of FKS1.,,35330269,,https://pubmed.ncbi.nlm.nih.gov/35330269/,2022,fatal
"Non-Fatal Occupational Injury Prevalence and Associated Factors in an Integrated Large-Scale Textile Industry in Addis Ababa, Ethiopia.",,35329375,,https://pubmed.ncbi.nlm.nih.gov/35329375/,2022,fatal
Genetic Disruption of Toxoplasma gondii&amp;nbsp;peroxiredoxin (TgPrx) 1 and 3 Reveals the Essential Role of TgPrx3 in Protecting Mice from Fatal Consequences of Toxoplasmosis.,,35328497,,https://pubmed.ncbi.nlm.nih.gov/35328497/,2022,fatal
Geotrichum spp: An overlooked and fatal etiologic agent in immunocompromised patients. A case series from a referral center in Mexico.,,35325175,,https://pubmed.ncbi.nlm.nih.gov/35325175/,2022,fatal
Genome wide association study of Escherichia coli bloodstream infection isolates identifies genetic determinants for the portal of entry but not fatal outcome.,,35324915,,https://pubmed.ncbi.nlm.nih.gov/35324915/,2022,fatal
Fatal mistakes.,,35324109,,https://pubmed.ncbi.nlm.nih.gov/35324109/,2022,fatal
A Case of severe mosquito bite allergy complicated by fatal hemophagocytic lymphohistiocytosis.,,35322460,,https://pubmed.ncbi.nlm.nih.gov/35322460/,2022,fatal
"Changing epidemiology of firearm injury: a cohort study of non-fatal firearm victimisation before and during the COVID-19 pandemic, Indianapolis, Indiana.",,35321899,,https://pubmed.ncbi.nlm.nih.gov/35321899/,2022,fatal
Motorcycle antilock braking systems and fatal crash rates: updated results.,,35319332,,https://pubmed.ncbi.nlm.nih.gov/35319332/,2022,fatal
"Fatal Human Alphaherpesvirus 1 Infection in Free-Ranging Black-Tufted Marmosets in Anthropized Environments, Brazil, 2012-2019.",,35318916,,https://pubmed.ncbi.nlm.nih.gov/35318916/,2022,fatal
Fatal Chryseobacterium indologenes infection in a captive red-shanked Douc langur (Pygathrix nemaeus).,,35318690,,https://pubmed.ncbi.nlm.nih.gov/35318690/,2022,fatal
"Incidence, risk factors and potential timing of occurrence of pulmonary embolism in fatal trauma: An autopsy based case-control study on 2705 victims.",,35317982,,https://pubmed.ncbi.nlm.nih.gov/35317982/,2022,fatal
Mortality reduction in pediatric patients with severe fatal human adenoviral pneumonia treated with high titer neutralizing antibodies (NAbs) plasma: a retrospective cohort study.,,35317780,,https://pubmed.ncbi.nlm.nih.gov/35317780/,2022,fatal
Mary Shelley's migraines and fatal stroke: some observations on their primary cause.,,35315391,,https://pubmed.ncbi.nlm.nih.gov/35315391/,2022,fatal
Modeling the cost-effectiveness and impact on fatal overdose and initiation of buprenorphine-naloxone treatment at syringe service programs.,,35315148,,https://pubmed.ncbi.nlm.nih.gov/35315148/,2022,fatal
The impact of an integrated safer use space and safer supply program on non-fatal overdose among emergency shelter residents during a COVID-19 outbreak: a case study.,,35313903,,https://pubmed.ncbi.nlm.nih.gov/35313903/,2022,fatal
Detection of bacterial co-infections and prediction of fatal outcomes in COVID-19 patients presenting to the emergency department using a 29 mRNA host response classifier.,,35313598,,https://pubmed.ncbi.nlm.nih.gov/35313598/,2022,fatal
A fatal case of acetamiprid poisoning with turquoise urine.,,35313146,,https://pubmed.ncbi.nlm.nih.gov/35313146/,2022,fatal
Correction to: Fatal and Unresponsive Cytomegalovirus Infection in a New Homozygous FOXN1 Gene Variation Causing Nude SCID.,,35312028,,https://pubmed.ncbi.nlm.nih.gov/35312028/,2022,fatal
"An observational study to find association between Hypertension and severe and fatal COVID-19 infection in COVID dedicated hospital, Mumbai.",,35309599,,https://pubmed.ncbi.nlm.nih.gov/35309599/,2022,fatal
A fatal disseminated cryptococcal infection in a patient treated with zanubrutinib for Waldenström's macroglobulinemia.,,35306909,,https://pubmed.ncbi.nlm.nih.gov/35306909/,2022,fatal
An assessment of the non-fatal crash risks associated with substance use during rush and non-rush hour periods in the United States.,,35306398,,https://pubmed.ncbi.nlm.nih.gov/35306398/,2022,fatal
Symptoms and Physical Exam Findings in Sexual Assault-related Non-fatal Strangulation.,,35302463,,https://pubmed.ncbi.nlm.nih.gov/35302463/,2022,fatal
Characteristics of fatal tapentadol-related toxicity in Australia.,,35301769,,https://pubmed.ncbi.nlm.nih.gov/35301769/,2022,fatal
A case of atypical hemolytic uremic syndrome presenting intermittent thrombocytopenia and hemolysis with fatal acute coronary syndrome.,,35299292,,https://pubmed.ncbi.nlm.nih.gov/35299292/,2022,fatal
Monetised estimated quality-adjusted life year (QALY) losses for non-fatal injuries.,,35296543,,https://pubmed.ncbi.nlm.nih.gov/35296543/,2022,fatal
Fatal pulmonary embolism caused by a giant popliteal vein aneurysm mimicking a ganglion cyst.,,35295728,,https://pubmed.ncbi.nlm.nih.gov/35295728/,2022,fatal
Sickle Cell Intrahepatic Cholestasis: Extremely Rare but Fatal Complication of Sickle Cell Disease.,,35295370,,https://pubmed.ncbi.nlm.nih.gov/35295370/,2022,fatal
"Fatal Pediatric Meningococcal Invasive Disease Caused by Neisseria meningitidis Serogroup C and Co-Infected With SARS-CoV-2: Report of a Case in Tijuana, Mexico.",,35295362,,https://pubmed.ncbi.nlm.nih.gov/35295362/,2022,fatal
"Ultrastructural examination of lung ""cryobiopsies"" from a series of fatal COVID-19 cases hardly revealed infected cells.",,35294603,,https://pubmed.ncbi.nlm.nih.gov/35294603/,2022,fatal
Concurrent pigeon paramyxovirus-1 and Acinetobacter baumannii infection in a fatal case of pneumonia.,,35290154,,https://pubmed.ncbi.nlm.nih.gov/35290154/,2022,fatal
Invasive investigation in cases of visceral AVM may be fatal: A rare case report.,,35286980,,https://pubmed.ncbi.nlm.nih.gov/35286980/,2022,fatal
Fatal multiorgan dysfunction following repeated iodinated radiocontrast injection in a patient receiving low-dose oral methotrexate -a case report.,,35286798,,https://pubmed.ncbi.nlm.nih.gov/35286798/,2022,fatal
Two Single-Drug Fatal Intoxications by Mitragynine.,,35285475,,https://pubmed.ncbi.nlm.nih.gov/35285475/,2022,fatal
Fatal diving: could it be an immersion pulmonary edema? Case report.,,35284967,,https://pubmed.ncbi.nlm.nih.gov/35284967/,2022,fatal
Extreme Thrombocytosis in Refractory ITP Post-Splenectomy With Associated Fatal Thromboembolism.,,35284824,,https://pubmed.ncbi.nlm.nih.gov/35284824/,2022,fatal
Fatal non-accidental injury in South Africa: A Gauteng hospital's perspective on the incidence and fracture types in post-mortem skeletal surveys.,,35284098,,https://pubmed.ncbi.nlm.nih.gov/35284098/,2022,fatal
Niemann-Pick Disease Type A: A Rare Disease With a Fatal Outcome.,,35282558,,https://pubmed.ncbi.nlm.nih.gov/35282558/,2022,fatal
Severe and Fatal Cycling Crash Injury in Britain: Time to Make Urban Cycling Safer.,,35277814,,https://pubmed.ncbi.nlm.nih.gov/35277814/,2022,fatal
Process-based diagnostics of extreme pollution trail using numerical modelling during fatal second COVID-19 wave in the Indian capital.,,35276107,,https://pubmed.ncbi.nlm.nih.gov/35276107/,2022,fatal
"Author Correction: Regarding ""Fatal adrenal crisis due to Addison's disease arising in the context of autoimmune polyglandular syndrome type 1"".",,35275325,,https://pubmed.ncbi.nlm.nih.gov/35275325/,2022,fatal
Postural instability and backward leaning in a patient of familial fatal insomnia with positive SOX1 antibodies.,,35272118,,https://pubmed.ncbi.nlm.nih.gov/35272118/,2022,fatal
Dietary Sodium and Potassium Intake and Risk of Non-Fatal Cardiovascular Diseases: The Million Veteran Program.,,35268096,,https://pubmed.ncbi.nlm.nih.gov/35268096/,2022,fatal
[Fatal primary influenza virus pneumonia in a patient with secondary myelofibrosis during ruxolitinib therapy].,,35264499,,https://pubmed.ncbi.nlm.nih.gov/35264499/,2022,fatal
Fatal Ogilvie's syndrome after hip surgery and review of the literature.,,35258784,,https://pubmed.ncbi.nlm.nih.gov/35258784/,2022,fatal
Fatal Community-Acquired Peritonitis Due to Invasive Necrotizing Intestinal Mucormycosis: Case Report and Review of the Literature.,,35256348,,https://pubmed.ncbi.nlm.nih.gov/35256348/,2022,fatal
Fatal affairs - conjugational transfer of a dinoflagellate-killing plasmid between marine Rhodobacterales.,,35254236,,https://pubmed.ncbi.nlm.nih.gov/35254236/,2022,fatal
Neuro-toxoplasmosis and fatal necrotizing cerebellitis.,,35252054,,https://pubmed.ncbi.nlm.nih.gov/35252054/,2022,fatal
"Erratum to ""A Rare Case of Fatal Hemorrhagic Stroke in a Young Female with Early Mixed Connective Tissue Disease"".",,35251731,,https://pubmed.ncbi.nlm.nih.gov/35251731/,2022,fatal
Role of Emergency Surgery for Fatal Complications of Gestational Trophoblastic Neoplasia: A Single-Center Experience.,,35250312,,https://pubmed.ncbi.nlm.nih.gov/35250312/,2022,fatal
Methamphetamine Injection Into Face Causing Fatal Cavernous Sinus Thrombosis.,,35249989,,https://pubmed.ncbi.nlm.nih.gov/35249989/,2022,fatal
Fatal Cardiac Tamponade Due to a Pericardial Inflammatory Myofibroblastic Tumor.,,35249926,,https://pubmed.ncbi.nlm.nih.gov/35249926/,2022,fatal
What are the leading causes of fatal and severe injury crashes involving older pedestrian? Evidence from Bayesian network model.,,35249608,,https://pubmed.ncbi.nlm.nih.gov/35249608/,2022,fatal
Healthcare utilization and costs following non-fatal powdered and non-powdered firearm injuries for children and youth.,,35246737,,https://pubmed.ncbi.nlm.nih.gov/35246737/,2022,fatal
The First Fatal Intoxication with 3-MeO-PCP in the UK and a Review of the Literature.,,35246686,,https://pubmed.ncbi.nlm.nih.gov/35246686/,2022,fatal
Fatal pancytopenia masked by Talaromyces marneffei.,,35244336,,https://pubmed.ncbi.nlm.nih.gov/35244336/,2022,fatal
Tranexamic acid-associated fatal status epilepticus in a paediatric non-cardiac surgery: A case report and literature review.,,35244235,,https://pubmed.ncbi.nlm.nih.gov/35244235/,2022,fatal
Fatal SARS-CoV-2 Omicron variant in a young infant: Autopsy findings.,,35243813,,https://pubmed.ncbi.nlm.nih.gov/35243813/,2022,fatal
Capillary hyperpermeability syndrome: A fatal complication of acute leukaemia: Case report and review.,,35242315,,https://pubmed.ncbi.nlm.nih.gov/35242315/,2022,fatal
Fatal Early-Onset Aspergillosis in a Recipient Receiving Lungs From a Marijuana-Smoking Donor: A Word of Caution.,,35237097,,https://pubmed.ncbi.nlm.nih.gov/35237097/,2022,fatal
Objective skull fracture evaluation by using the postmortem 3D-CT skull fracture score in fatal falls.,,35231676,,https://pubmed.ncbi.nlm.nih.gov/35231676/,2022,fatal
Fatal Bleeding From a Common Iliac Arterio-Ureteral Fistula in an Older Patient.,,35228937,,https://pubmed.ncbi.nlm.nih.gov/35228937/,2022,fatal
Absence of DEATH kinesin is fatal for Leishmania mexicana amastigotes.,,35228627,,https://pubmed.ncbi.nlm.nih.gov/35228627/,2022,fatal
Fatal Pediatric Streptococcal Infection: A Clinico-Pathological Study.,,35227107,,https://pubmed.ncbi.nlm.nih.gov/35227107/,2022,fatal
Fatal Abdominal Compartment Syndrome Due to Constipation: A Case Report.,,35226838,,https://pubmed.ncbi.nlm.nih.gov/35226838/,2022,fatal
"Traumatic stress, depression, and non-bereavement grief following non-fatal traffic accidents: Symptom patterns and correlates.",,35226697,,https://pubmed.ncbi.nlm.nih.gov/35226697/,2022,fatal
High cutaneous amphiregulin expression predicts fatal acute graft-versus-host disease.,,35224759,,https://pubmed.ncbi.nlm.nih.gov/35224759/,2022,fatal
Capnocytophaga canimorsus infection led to progressively fatal septic shock in an immunocompetent patient.,,35223046,,https://pubmed.ncbi.nlm.nih.gov/35223046/,2022,fatal
Rhinocerebral mucormycosis in a diabetes type 2 patient: A fatal case report from northern Tanzania.,,35223035,,https://pubmed.ncbi.nlm.nih.gov/35223035/,2022,fatal
IFN-β Deficiency Results in Fatal or Demyelinating Disease in C57BL/6 Mice Infected With Theiler's Murine Encephalomyelitis Viruses.,,35222374,,https://pubmed.ncbi.nlm.nih.gov/35222374/,2022,fatal
"Pancreatitis, Panniculitis, and Polyarthritis Syndrome with a Fatal Course.",,35221604,,https://pubmed.ncbi.nlm.nih.gov/35221604/,2022,fatal
Acute Hemorrhagic Leukoencephalitis - A Rare but Fatal Form of Acute Disseminated Encephalomyelitis - Complicated by Brain Herniation: A Case Report and Literature Review.,,35220391,,https://pubmed.ncbi.nlm.nih.gov/35220391/,2022,fatal
Risk factors and outcomes of fatal respiratory events after esophageal cancer surgery from 2011 through 2018: a nationwide cohort study in South Korea.,,35218468,,https://pubmed.ncbi.nlm.nih.gov/35218468/,2022,fatal
Plasma neurofilament light chain as a biomarker for fatal familial insomnia.,,35212083,,https://pubmed.ncbi.nlm.nih.gov/35212083/,2022,fatal
Fatal rhabdomyolysis and disseminated intravascular coagulation after total knee arthroplasty under spinal anesthesia: A case report.,,35211569,,https://pubmed.ncbi.nlm.nih.gov/35211569/,2022,fatal
Non-fatal injury data: characteristics to consider for surveillance and research.,,35210312,,https://pubmed.ncbi.nlm.nih.gov/35210312/,2022,fatal
A Fatal Case of Penile Calciphylaxis.,,35209729,,https://pubmed.ncbi.nlm.nih.gov/35209729/,2022,fatal
Postmortem Metabolomics Reveal Acylcarnitines as Potential Biomarkers for Fatal Oxycodone-Related Intoxication.,,35208184,,https://pubmed.ncbi.nlm.nih.gov/35208184/,2022,fatal
Types and Characteristics of Fatal Accidents Caused by Multiple Processes in a Workplace: Based on Actual Cases in South Korea.,,35206236,,https://pubmed.ncbi.nlm.nih.gov/35206236/,2022,fatal
Aryl Hydrocarbon Receptor Activation by Benzo[a]pyrene Prevents Development of Septic Shock and Fatal Outcome in a Mouse Model of Systemic Salmonella enterica Infection.,,35203386,,https://pubmed.ncbi.nlm.nih.gov/35203386/,2022,fatal
Multiple systemic venous air emboli after fatal basilar skull fracture.,,35198721,,https://pubmed.ncbi.nlm.nih.gov/35198721/,2022,fatal
Enfortumab Vedotin-Induced Toxic Epidermal Necrolysis: A Rare Fatal Adverse Reaction.,,35198485,,https://pubmed.ncbi.nlm.nih.gov/35198485/,2022,fatal
"Fatal toxoplasmosis in Little Penguins (Eudyptula minor) from Penguin Island, Western Australia.",,35198375,,https://pubmed.ncbi.nlm.nih.gov/35198375/,2022,fatal
A Fatal Cause of Rapidly Progressive Heart Failure in a Middle-Aged Woman.,,35198308,,https://pubmed.ncbi.nlm.nih.gov/35198308/,2022,fatal
Fatal disseminated mucormycosis associated with COVID-19.,,35198214,,https://pubmed.ncbi.nlm.nih.gov/35198214/,2022,fatal
Kaposiform hemangioendothelioma with fatal income: Kasabach-Merritt phenomenon and hypercalcemia.,,35198208,,https://pubmed.ncbi.nlm.nih.gov/35198208/,2022,fatal
